Entry number,Primary image,Volume and folio,Volume,Type,Script,Occupations [Synthesised],Occupations stated in main metadata,Additional occupations & titles in body of deposition,Stated activities in body of text,Expertise or relationships evident in body of text,Date of deposition. MODERNIZED; ENGLISH CALENDAR ,Ship specified in which shipped or supplied to ,Ship master or skipper of captain ,Town and/or province and/or county to which primary ship belonged [with which deponent associated],COMPOSITE BURTHEN [tons],Details of ship's lading and her laders; including value of lading; and freight charges,Documents [letters; books; journals; notes; verbal contracts]; Making & Use of documents,"Language, reading & writing skills, quantitative skills; weighing; navigation skills; mapping skills; schools",Financial structures [bills of exchange; lending; assurance]; Late payments for freight; Legal agreements; Verbal contracts; Bonds; Debts; Bankruptcy; Currency exchange; Bullion; Trading profit calculations,Current country,Street/Hamlet,Parish/Precinct/Liberty,Town/Borough,"County, Province or Region",Age,Year of deposition,First name,Middle names,Surname,Voyage nodal points
15724,21091023_143358,KaggleTestSnippet_HCA_1361_f.53r_One.PNG,HCA 13/61,Initials,Roman,Ship carpenter [on ship]; Carpenter [of the John and Ambrose]; One of the company [of the John and Ambrose],Ship carpenter,Carpenter [of the John and Ambrose]; One of the company [of the John and Ambrose],,,May 9th 1648,John and Ambrose [burthen = 200 tons],Robert Church [master],,200,LADING AT NEWFOUNDLAND: FISH,"""Hee tooke noe notice of the number of tonnes or kintalls of the fish arlate"" (HCA 13/61 f.53r)",,,England,Wapping,N/A,,Middlesex,34,1648,Richard ,,Munford,[?/France/Saint Johns [Newfoundland]/Formoose [Newfoundland]/Trinity harbour [Newfoundland]/Lisbon [Portugal]/London [England]]
15767,21091023_143933,KaggleTestSnippet_HCA_1361_f.88v.PNG,HCA 13/61,Signature,Roman,Blacksmith; Wrought and done smith's work on the Mary Bonadventure,Blacksmith,Wrought and done smith's work on the Mary Bonadventure,,,,Mary Bonadventure [burthen = 240  to 280 tons],Thomas Mullenox [master],,260,,,,,England,Shadwell,Stepney,,Middlesex,32,1648,Edwardus,,Munford,[River Thames; London; England]
16055,21091023_150801,KaggleTestSnippet_HCA_1361_f.262v.PNG,HCA 13/61,Signature,Roman,"Famulus [servant] and Apprenticius [apprentice] [to Thomas Cowell, master of the Charles, one of the party producents]; One of the company [of the Charles]",Servant; Apprentice,One of the company [of the Charles],,,Feb 5th 1649,Charles [ketch] [burthen = 40 tons],Thomas Cowell [master],,40,"LADING: COAL ""The ffrancis and Mary was fully laden with coales, which hee knoweth because going on board her hee sawe that shee was soe laden, and the said ketch the Charles had only some fine goods and peeces in her and was not haulfe laden"" (HCA 13/61 f.261v)",,,,England,,N/A,N/A,N/A,21,1649,Willielmus,,Nash,[River Thames; Tower wharf]
15951,21091023_145739,KaggleTestSnippet_HCA_1361_f.192r.PNG,HCA 13/61,Signature,Roman,Ropeseller; Former servant and apprentice [to William ffenwick],Ropeseller,,,,,Richard of Newcastle,Michael Pereth,Newcastle [England],,,"""On or about the 18th of August 1641 the arlate William ffenwick by the hands of this deponent his then servant and apprentice and others his servants did deliver to the use of the shipp the Richard of Newcastle at the instance and by the direction of Michael Pereth then master of her all and singular the goods and commodities mentioned in the third schedule, which were soe delivered at his the said ffenwick's shopp at the Halfe Moone in Thames streete neare Tower dock, and this deponent the better remembreth the premisses because upon the delivery thereof hee with his owne hand did enter the same into their shopp booke in all particulars as in the said schedule is contayned, which book hee hath lately seen and tooke an extract thereof with the said schedule, and shortly after the delivery thereof, and before the said shippe set saile for her then intended voyage the said Michael Pereth the master, being at this deponent's said master's shopp did acknowledge the receipt of all the said goods in this deponent's presence and hearing"" (HCA 13/61 f.192r)",,,England,N/A,Stepney,,Middlesex,28,1648,Johannes,,Nayler,[River Thames]
16360,21091023_154243,KaggleTestSnippet_HCA_1361_f.454r.PNG,HCA 13/61,Signature,Roman,Sailor; Master [of the Susan of Malden],Sailor,Master [of the Susan of Malden],,,,Susan of Malden [hoy],Jeremy Neale [master],Malden [Essex; England],,,"""This deponent did suffer to be laded and did take on board his said vessell or hoy the Susan at [?Steeple] and at [?Lechingdon] in Essex all the severall quantities of oates, wheate and corne mentioned and expressed in the said schedule for the accompt of the persons and parties therein also especified videlicet of the arlate Nicholas Blackwell and company, which hee knoweth because upon receipt thereof on board the said hoye hee entred the same in a booke by him kept for such purpose, which hee hath lately perused, and this deponent was to deliver the said goods to the said parties or their assignes in London with asmuch speede as conveniently hee could, and as winde and weather would permitt him"" (HCA 13/61 f.452v)",,,England,,,Malden,Essex,35,1649,Jeremy,,Neale,[Malden [Essex; England]/London [England]/?]
15694,21091023_143137,KaggleTestSnippet_HCA_1361_f.37v_One.PNG,HCA 13/61,Signature,Roman,Gentleman,Gentleman,,,,Apr 6th 1648,,,,,,,,,England,,Saint botolph Algate,London,,36,1648,ffranciscus,,Nevell,
16036,21091023_150521,KaggleTestSnippet_HCA_1361_f.244r_Two.PNG,HCA 13/61,Signature,Roman,Gentleman,Gentleman,,Mrs Lttle & Mrs Beale lived very near together in Wapping Wall near the New Crane in November 1647,,,Marigold,Richard Little,,,,"""Hee hath heard from diverse credible persons ,and beleeveth that the interrogated Mris Little and Mris Beale lived very neere together at Wapping Wall neere the Newe Crane in and druing the moneth of November 1647 interrogated, and that they then had and yet have often meetings and frequent conversations one with the other, their husbands having bin both owners of the shipp the Marigold interrogated at the time shee was lost"" (HCA 13/61 f.244r)",,,England,,Precinct of Saint Catherines near the Towr of London,,,39,1649,Francis,,Nevill,NO VOYAGE DETAILS
15682,21091023_142906,KaggleTestSnippet_HCA_1361_f.21v.PNG,HCA 13/61,Signature,Roman,Ship carpenter [on ship]; Carpenter [of the Talbott]; One of the company [of the Talbott],Ship carpenter,Carpenter [of the Talbott]; One of the company [of the Talbott],,,Mar 16th 1648,Talbot [burthen = 350 to 430 tons],Joseph Blowe [master],,390,"LADING AT SUTA: WHEAT; PLANNED LADING AT ALBOZINE: CORN ""Within the time aforesaid after the foresaid merchants had soe taken the said shipp the Talbott to fraight, the said shipp the Talbot did sett sayle and depart from the harbour of Suta aforesaid and rrived neere the porte of Albozine arlate, and hee saith tht being there arrived, and the master and company having procured license and authoritie from the Governour of that place to receive and take on board the said ship her lading of wheate to be transported as is arlate, there was by the merchants and others provdided many hannocks of wheate to be putt on board the said shipp the Talbott of this deponents sight and knowledge whoe did there help to stowe the same"" (HCA 13/61 f.20v); ""At Suta aforesaid the merchants that tooke the shipp the Talbott to fraight as aforesaid did promise to provide her a full lading of corne at Albozine, and hee saith shee was well able to carry and make out eight thousand hannocks of wheate, for soe much and somewhat more shee brought from Galisia to Suta aforesaid, and soe muchshee might have taken in at Albozine in case shee had not bin hindred as aforesaid"" (HCA 13/61 f.21v)","""In the eveninge of the same on which the said Hawkins and Company in the shipp the Charles aforesaid had soe taken the said Algier shipp being on a  Saturday, their master Mr Blowe after a request or message sent unto him from the said Governour to the effect arlate, did send his mate John Cade and George Rayner the boatswaine in his boate from  the said shipp the Talbott t the said Thoms Hawkins to wish and desire him to deliver up the said Algier shipp and her lding soe as before surprized, and hee saith that afterwards when the said John Cde was retourned hee this deponent on board heard both him and the boatswaine say that the said Hawkins notwithstanding their said nessage refused to deliver up the said Algier shipp and her lading, but said that what hee had donne, hee would answer for in England, and soe carried away the said Algir shipp and her lading with him"" (HCA 13/61 f.21r)","""[RETURNING FROM CADIZ TO ALBOZINE TO REDEEM 17 MEN OF THE TALBOTT'S COMPANY WHO HAD BEEN TAKEN PRISONER] The said master sent a Spaniard (whom they brought from Cales) in a boate to shore to mediate and sollicite for the relese of their men and for leave to take corne on bord their said shipp the said Spaniard being one that could speake the Moriscoe language, whoe having donne his errnd (as hee said hee had) retourned againe to the said shipp the Talbott and tolde the sid master that the Governour would not suffer them to take in any more corne there, but sid hee might redeeme his company which were imprizoned with money, otherwise they should not be relesed or to that effect, and to that end wished him to goe baout with his shipp to a castle in custody of the Spaniards called Pinyoon, which was distant thense bout foure leagues, and said that the men should be sent thither if hee meant to redeeme them, And thereupon hee saith that the said master and company with the said shipp the Talbott aforesaid went towards the said castle and arrived before the [?XXXX] (and this hee saith wwas about six weekes after the taking of the said Turkish shipp by the sid Hwkins as aforesaid) and finding that there ws noe other meanes to release the said men, the sid master out of such moneys s hee had belonging to the sid owners and some that hee borrowed of the company did really and truelly pay and disburse for the redemption of the said mariners (as this deponentw as informed on bord and verily beleeveth) after the rate of sixtie peeces of eight for the rescue of each man of 14 of those that were soe surprized, one of the company soe restrained being dead and two others being exchanged for two Morres that they had on board, which summe amounts in all to much about the summe and number of 800 peeces of eight s this deponent estimateth the same"" (HCA 13/61 ff.21v-22r)",,England,,,Woolwich,Kent,29,1648,Johannes,,Newman,[?/Galicia [Spain]/Suta [Barbary]//Suta [Barbary]/Albozine [Barbary]/Cadiz [Spain]/Malaga [Spain]/Albozine [Barbary]/?]
15683,21091023_142908,KaggleTestSnippet_HCA_1361_f.22r.PNG,HCA 13/61,Signature,Roman,Ship carpenter [on ship]; Carpenter [of the Talbot]; One of the company [of the Talbot],Ship carpenter,Carpenter [of the Talbott]; One of the company [of the Talbott],,,Mar 16th 1648,Talbot [burthen = 350 to 430 tons],Joseph Blowe [master],,390,LADING AT SUTA: WHEAT; PLANNED LADING AT ALBOZINE: CORN,,,,England,,,Woolwich,Kent,29,1648,Johannes,,Newman,[?/Galicia [Spain]/Suta [Barbary]//Suta [Barbary]/Albozine [Barbary]/Cadiz [Spain]/Malaga [Spain]/Albozine [Barbary]/?]
16210,21091023_152641,KaggleTestSnippet_HCA_1361_f.388v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; One of the company [of the Abigael of Brighthampson],Mariner,One of the company [of the Abigael of Brighthampson],,,,Abigael of Brighthampson [bark; ketch] [est. burthen = 55 tons],Robert Longe [master],Brighthampson [Sussex; England],55,"LADING AT CHICHESTER: MALT ""Mr Exton at the lading of the said mault said that it contayned the quantitie of 220 quarters of mault"" (HCA 13/61 f.388r); ""Within the time arlate the said Nicholas Exton did hire and take to freight the said barque the Abigael of and from the said Robert Longe to carry and transport mault from the port of Chichester to this port of London or to Newcastle, as the said Exton should appoint upon meeting the said Longe with the said barque at Gravesend and which hee promised to doe, and hee the said Exton did promise and agree to and with him the said Longe to pay unto him the summe of twelve pounds ten shillings (lawfull money) and a barrell of beere of eight shillings for the carrying and transporting of 200 quarters of mault in the said vessell the voyage aforesaid at the delivery thereof, and after that rate for every quarter of mault that the said barque should carry more then the said 200 quarters, all which this deponent knoweth because hee this deponent was present in the house of one Mr Harwood (as hee remembreth his name to be) being an inn in Chichester together with the said Exton and Longe when they met about the said freightment, and heard the same concluded on and agreed on betweene them in all particulars as hee hath predeposed"" (HCA 13/61 f.387r)",,,,England,,,Brighthampson,Sussex,24,1649,Josephus,,Newton,[Chichester [Sussex; England]]/London [England]/?]
15848,21091023_144929,KaggleTestSnippet_HCA_1361_f.137v_One.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Raphe Bonadventure],Mariner,Master [of the Raphe Bonadventure],,,,Raphe Bonadventure,Simon Nicholls [master],,,,"""This deponent going a voyage in the shipp the Raphe Bonadventure of London whereof hee was master, was and continued with the said shipp at Mallaga for the space of a moneth or thereabouts in the said yeere, and in that time hee this deponent had dealing with the said George Potter and delivered him goods which hee carried over from hence, and the said Abraham Miter received the said goods of this deponent in the name and for the use of the said George Potter and for all that time of this deponent's being there, the said Potter and Miter lived in house together in Mallega of this deponent's sight and knowledge, and hee saith that the said Potter gave this deponent order in writing to deliver the said goods to the said Miter, and in his said order expressed, that the said Miter's receipt was sufficient for this deponent for the delivery of the said goods, and upon such the said Miter receiving them, hee gave this deponent his receipt for them under his owne hand, which this deponent hath nowe with him"" (HCA 13/61 f.137v)",,,England,,Saint Olaves Southwark,Southwark,Surrey,36,1648,Simo,,Nicholls,[?/Malaga [Spain]/?]
15849,21091023_144929,KaggleTestSnippet_HCA_1361_f.137v_Two.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the Raphe Bonadventure],Mariner,Master [of the Raphe Bonadventure],,,,Raphe Bonadventure,Simon Nicholls [master],,,,,,,England,,Saint Olaves Southwark,Southwark,Surrey,36,1648,Simo,,Nicholls,[?/Malaga [Spain]/?]
16142,21091023_151955,KaggleTestSnippet_HCA_1361_f.344r.PNG,HCA 13/61,Signature,Roman,Sailor; Not clear if on the ship the Elizabeth,Sailor,Not clear if on the ship the Elizabeth,Belonged to deceased man in the absence of his servant for two months [to Robert Williams],,,Elizabeth,William Coppin,,,,,,,England,,Saint Dunstans in the East,London,,18,1649,Daniell,,Nicholls,[London [England]/Guinea and Binney/Barbados]/London [England]]
16067,21091023_150916,KaggleTestSnippet_HCA_1361_f.272r.PNG,HCA 13/61,Signature,Roman,One of the company [of the Gilliflower],N/A,One of the company [of the Gilliflower],,,Feb 12th 1649,Gilliflower,Elias Pilgrim [master],,,,,,,England,,,N/A,,N/A,1649,Walter,,Nile,[?/Guinea/Barbados/London [England]]
16051,21091023_150732,KaggleTestSnippet_HCA_1361_f.259r.PNG,HCA 13/61,Initials,Roman,Nauta [mariner]; No office [of the Charles]; ; One of the company [of the Charles],Mariner,No office [of the Charles]; One of the company [of the Charles],,,,Charles [ketch] [burthen = 40 tons],Thomas Cowell [master],,40,LADING: COAL,,,,England,,All Hallows Barking,London,,44,1649,Johannes,,Nokes,[River Thames; Tower wharf]
15958,21091023_145807,KaggleTestSnippet_HCA_1361_f.195v.PNG,HCA 13/61,Signature,Roman,Labourer [working on William Bundock's wharf],Labourer,,"Belonged to the wharf of William Bundock, which was employed for laying timber and the landing of other goods, wares and merchandizes; Wrought at the wharf from time to time; ""he getteth his living by his labour"" [HCA 13/61 f.195r]",,,Swann alias the [?Seaman],N/A,,,,,,,England,,Saint Bottolphs without Bishopsgate,London,,35,1648,Robertus,,Norfeild,[anchored at Mr Bundock's wharf; River Thames [London; England]]
16196,21091023_152506,KaggleTestSnippet_HCA_1361_f.378r.PNG,HCA 13/61,Initial,Roman,Nauta [mariner] [of the Elleanor of Newport]; Employed by owners and merchants to overseee the management of the voyage [of the Elleanor of Newport]; Mster coming from Newfoundland to Malega [of the Elleanor of Newport],Mariner [of the Elleanor of Newport],Employed by owners and merchants to overseee the management of the voyage [of the Elleanor of Newport],,,Apr 2nd 1649,Elleanor of Newport,Ambrose Bennett [master],Newport [Isle of Wight; England],,"LADING AT NEWFOUNDLAND: FISH; LADING AT MALAGA: MALAGA WINE; RASINS OF THE SUN; MALAGA RAISINS ""There being then on board her fourteene butts of Mallega wine, 54 barrells of reasons of the sun, and 126 frailes of Mallega raisons, one quarter or fourth part wherof hee saith was for the accompt of the said William Newland, and all the said goods hee saith were laden at Mallega aforesaid"" (HCA 13/61 f.378r)","""Which hee deposeth and  knoweth to be true becasue hee this deponent being master of the said shipp when shee came from Newfoundland to Mallega aforesaid in performance of the said voyage, hee tooke the said goods and merchandizes on board her at Mallega aforesaid, and signed a bill of lading contayning the foresaid particulars and quantities (which hee hath now with him) and was on board the said shipp when shee was soe forced ashore and sawe her cast awaye"" (HCA 13/61 f.378r)",,,England,,,East Cowes,Isle of Wight,41,1649,Thomas,,Norris,[Cowes [Isle of Wight; England]/Newfoundland/Malaga [Spain]/Cowes [Isle of Wight; England]]
